,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
1366,No,,290.03550973654063,,3,4,,1367,3,0,2,1, ResEaRCh sCiEnTIsT ,4,,"2342,59$","6090,75$",3,No,17,"3,0",4,Part Time,3,"6,0",2,"3,0",0,0,0,1989,"28111,13$",1
1367,No,travel_rarely,758.436507936508,,2,2,Marketing,1368,4,0,3,3, SAlEs eXEcUTIVe ,2,Single,"6125,83$","15927,17$",7,No,16,"3,0",3,Part Time,0,,2,"3,0",1,0,0,1985,"73510,00$",Yes
1368,No,,556.2566609977324,,29,3,,1369,2,0,1,2, LAboRaTOrY tEcHNicIaN ,4,,"4492,84$","11681,39$",4,,19,"3,0",1,Part Time,0,"16,0",3,"3,0",1,0,0,1981,"53914,11$",0
1369,Yes,,290.03550973654063,,8,1,,1370,3,0,3,1, laborATOry TechNiCiAN ,3,Single,"2342,59$","6090,75$",1,No,12,"3,0",4,Part Time,0,,0,"3,0",0,0,0,2005,"28111,13$",Yes
1370,No,,491.73015873015873,,12,4,,1371,2,0,3,1, lABOraToRy TEChNIciaN ,4,,"3971,67$","10326,33$",3,Yes,11,"3,0",1,Full Time,1,"6,0",4,,1,0,0,1982,"47660,00$",0
1371,No,travel_rarely,232.968253968254, Research & Development ,1,4,Medical,1372,4,0,2,1, lAborAtORY TeCHNIciAN ,3,,"1881,67$","4892,33$",6,No,12,"3,0",2,Part Time,1,,2,"3,0",8,1,7,1988,"22580,00$",1
1372,No,,291.6746031746032, Sales ,2,1,,1373,3,1,3,1, SAlES rePrESentaTIVe ,1,,,"6125,17$",1,,12,"3,0",3,Full Time,3,"1,0",3,"3,0",1,0,0,1991,"28270,00$",True
1373,Yes,,294.35714285714283,,3,4,Life Sciences,1374,3,0,2,1, reseARcH ScIenTisT ,4,Married,"2377,50$","6181,50$",0,Yes,11,"3,0",2,Full Time,1,"1,0",5,"3,0",0,0,0,2001,"28530,00$",True
1374,No,non-travel,236.2698412698413,,-26,3,,1375,26,0,1,1, resEarch SCienTIst ,3,Single,,"4961,67$",2,No,13,,4,Part Time,0,"6,0",3,"3,0",0,0,0,1979,"22900,00$",Yes
1375,Yes,non-travel,217.3888888888889,,5,2,Life Sciences,1376,1,0,2,1, rEsEarCh scIEntISt ,1,,"1755,83$","4565,17$",6,No,17,"3,0",1,Part Time,1,"5,0",2,"1,0",1,0,0,1982,"21070,00$",1
1376,No,travel_frequently,556.2566609977324,,2,4,,1377,2,0,3,2, saLes eXEcutIvE ,2,,,"11681,39$",5,No,12,"3,0",4,Part Time,3,,2,"3,0",0,0,0,1983,"53914,11$",False
1377,Yes,,228.015873015873,,17,2,Life Sciences,1378,4,1,3,1, laboRATOry techNICiAn ,2,,"1841,67$","4788,33$",1,,13,"3,0",1,Part Time,1,"1,0",3,"1,0",1,0,0,1999,"22100,00$",1
1378,No,travel_frequently,1360.9761904761906,,26,5,Medical,1379,1,1,3,3, ReSeARCH dIREctOR ,1,Married,"10992,50$","28580,50$",3,Yes,17,"3,0",3,,0,,6,"3,0",1,0,0,1981,"131910,00$",False
1379,No,,1973.9841269841268, Research & Development ,4,2,Medical,1380,1,0,2,5, mANager ,3,Married,,"41453,67$",2,,13,,3,Full Time,1,"23,0",2,"4,0",1,0,0,1974,"191324,62$",True
1380,No,travel_rarely,290.03550973654063,,2,2,Technical Degree,1381,4,0,4,1, labOrATORY tEcHNiCIaN ,2,Single,"2342,59$","6090,75$",5,,11,"3,0",3,,0,"7,0",4,"2,0",1,0,0,1975,,True
1381,No,travel_rarely,556.2566609977324, Research & Development ,7,3,,1382,3,0,3,2, HEAlThcARe rEPREseNtATIVe ,4,,"4492,84$","11681,39$",1,,11,"3,0",2,Part Time,2,"6,0",2,"3,0",6,1,0,1994,"53914,11$",Yes
1382,No,,1884.4841269841272, Research & Development ,1,3,Life Sciences,1383,4,0,2,5, REsEArCH dIrECTOr ,4,Single,"15220,83$","39574,17$",6,No,12,"3,0",3,,0,,3,"4,0",1,0,0,1975,"182650,00$",True
1383,No,,290.03550973654063,,20,3,Technical Degree,1384,3,1,4,1, rESeaRCH ScientIST ,3,,"2342,59$","6090,75$",0,No,17,"3,0",4,Part Time,0,"2,0",5,"2,0",1,0,0,1989,"28111,13$",True
1384,No,,290.03550973654063,,25,3,Life Sciences,1385,2,1,4,1, reSEArCH sCieNTiST ,4,Single,"2342,59$","6090,75$",1,,12,"3,0",4,Part Time,0,"1,0",2,"3,0",1,0,1,2004,"28111,13$",Yes
1385,No,,290.03550973654063,,1,2,,1386,4,0,3,1, rEseARCH sCIeNTisT ,3,,"2342,59$","6090,75$",1,No,22,"4,0",4,Part Time,1,"1,0",2,"3,0",1,0,1,2000,"28111,13$",False
1386,Yes,travel_frequently,115.34920634920636,,-32,1,,1387,3,0,1,1, saLEs rEpRESEnTAtiVe ,4,Single,93167$,"2422,33$",1,Yes,14,,4,,0,"1,0",4,"3,0",1,1,0,1998,,1
1387,No,,244.7301587301588,,-34,4,Medical,1388,2,1,4,2, REsearCH sCIeNTIst ,2,Married,,"5139,33$",6,Yes,16,"3,0",4,Part Time,0,"18,0",2,"3,0",1,0,0,1981,"23720,00$",0
1388,No,travel_frequently,292.8095238095238,,6,2,Medical,1389,2,1,2,1, lABoraTORY tEcHnicIAN ,3,Single,"2365,00$","6149,00$",0,,14,"3,0",2,Full Time,0,"8,0",6,"2,0",7,7,7,1972,"28380,00$",False
1389,No,travel_frequently,1863.436507936508,,25,3,Medical,1390,2,1,3,5, manAGEr ,2,,"15050,83$","39132,17$",3,,22,"4,0",3,Full Time,0,"22,0",4,"3,0",0,0,0,1978,"180610,00$",0
1390,No,,290.03550973654063,,11,3,Medical,1391,3,1,4,1, salEs repResEntatiVe ,4,Married,"2342,59$","6090,75$",8,,14,,2,Part Time,1,"5,0",4,"3,0",1,0,0,1996,"28111,13$",1
1391,No,non-travel,166.21428571428572,,1,3,,1392,4,1,3,1, LaBoRAtORy TEcHnICiAN ,4,Single,"1342,50$","3490,50$",1,,15,"3,0",3,Part Time,0,"0,0",5,"4,0",0,0,0,2005,"16110,00$",0
1392,Yes,travel_frequently,290.03550973654063,,2,3,,1393,3,1,2,1, SaLeS RepRESenTatIve ,4,Single,"2342,59$","6090,75$",7,No,14,"3,0",3,Part Time,0,"3,0",3,"4,0",1,0,0,1992,"28111,13$",Yes
1393,Yes,travel_frequently,290.03550973654063,,1,4,Life Sciences,1394,2,1,1,1, sALeS RePReSENtAtiVe ,3,Single,"2342,59$","6090,75$",1,,12,,2,Part Time,0,,3,"3,0",1,0,0,1992,"28111,13$",0
1394,Yes,travel_rarely,290.03550973654063,,8,3,Life Sciences,1395,1,1,2,1, RESEaRcH sCientiSt ,2,,"2342,59$","6090,75$",1,,12,"3,0",3,Part Time,0,,3,"4,0",1,0,0,1992,"28111,13$",False
1395,No,travel_rarely,290.03550973654063,,11,1,Life Sciences,1396,2,0,3,1, laBOrAtOry TEChnICiAn ,1,Married,"2342,59$","6090,75$",0,,14,"3,0",2,Part Time,0,"6,0",3,"4,0",5,1,4,1996,"28111,13$",0
1396,Yes,,290.03550973654063,,2,3,,1397,1,1,2,1, laBORatory tecHnIcian ,1,Single,,"6090,75$",2,Yes,23,"4,0",2,,0,"11,0",2,"4,0",1,0,0,1984,"28111,13$",1
1397,No,travel_frequently,491.936507936508,,1,5,Marketing,1398,1,1,3,2, sAlES ExecUTiVE ,3,Married,"3973,33$","10330,67$",7,,12,,3,Part Time,1,"11,0",4,"2,0",1,0,0,1979,"47680,00$",False
1398,No,,131.44444444444446, Research & Development ,-25,3,,1399,25,0,3,1, rESeaRch SCIeNTIST ,3,,,"2760,33$",1,,13,"3,0",2,Part Time,2,"1,0",2,"2,0",1,0,0,1993,"12740,00$",False
1399,No,travel_rarely,248.031746031746,,-26,1,Life Sciences,1400,4,0,3,1, sALES rePReSEntATIvE ,3,,"2003,33$","5208,67$",1,No,13,,1,Part Time,1,"1,0",3,"3,0",1,0,0,1988,"24040,00$",1
1400,Yes,travel_frequently,290.03550973654063,,9,3,,1401,2,0,3,1, LABorAToRy TecHnicIan ,1,,"2342,59$","6090,75$",2,,11,"3,0",3,Part Time,0,,2,"2,0",0,0,0,1999,"28111,13$",False
1401,No,,209.75396825396828,,13,2,,1402,4,1,3,1, SaLes rEprESENtatIVe ,2,Married,,"4404,83$",1,,13,"3,0",3,Part Time,1,"1,0",2,,1,0,0,1999,"20330,00$",True
1402,Yes,,264.23015873015873,,2,2,Medical,1403,3,0,2,1, LaBORAToRy teChnICiAn ,1,Single,,"5548,83$",7,No,11,,3,Part Time,0,"8,0",2,"2,0",0,0,0,1995,"25610,00$",True
1403,No,travel_rarely,161.26190476190476,,1,3,Life Sciences,1404,1,0,2,1, rESeARch SCIentisT ,3,,,"3386,50$",1,,14,"3,0",4,Part Time,1,"1,0",2,"1,0",1,0,0,1995,"15630,00$",False
1404,No,,659.0793650793651,,8,5,,1405,4,0,3,2, HeALThCARE rEPRESEnTATIvE ,3,,"5323,33$","13840,67$",2,,17,"3,0",1,,0,"14,0",6,"3,0",0,0,0,1990,,Yes
1405,No,travel_rarely,864.1904761904763,,6,3,,1406,2,1,3,3, MAnuFActUring DIrEcToR ,2,Single,,"18148,00$",4,,18,,4,Part Time,0,"9,0",3,"3,0",2,2,2,1984,"83760,00$",False
1406,No,,499.468253968254,,2,3,Medical,1407,3,0,2,1, LAboRAtORy TEcHNIcian ,2,Married,"4034,17$","10488,83$",4,,14,,2,Full Time,1,,3,,1,0,0,1981,"48410,00$",True
1407,No,travel_rarely,290.03550973654063,,9,3,,1408,3,0,4,1, ResEArch SCIENTiSt ,3,Married,"2342,59$","6090,75$",6,No,18,"3,0",1,Part Time,2,,2,"2,0",1,0,0,1994,"28111,13$",0
1408,No,travel_rarely,290.03550973654063,,1,3,,1409,4,0,2,1, LABORAtoRY tEcHniCIAn ,1,,,"6090,75$",1,No,19,"3,0",2,Part Time,0,,3,"3,0",3,1,2,1988,"28111,13$",0
1409,Yes,travel_rarely,213.984126984127,,-14,3,,1410,14,1,3,1, lABoRaTORY tEChniCiAN ,1,,"1728,33$","4493,67$",1,,12,"3,0",4,,1,"1,0",2,"3,0",1,0,0,1988,,1
1410,No,,306.63492063492066,,-13,4,Medical,1411,13,0,3,1, ReSEArcH SCIEntisT ,4,Single,"2476,67$","6439,33$",1,,13,"3,0",3,Full Time,0,,4,,1,0,0,1989,"29720,00$",0
1411,No,travel_rarely,290.03550973654063,,3,3,,1412,1,1,3,1, rESEArcH scienTIST ,4,,,"6090,75$",1,,21,"4,0",1,Part Time,0,"1,0",5,"3,0",1,0,0,1997,"28111,13$",True
1412,No,travel_rarely,703.1349206349207,,1,4,Life Sciences,1413,2,1,3,2, saLEs EXECUTive ,3,Single,"5679,17$","14765,83$",6,No,13,"3,0",1,Full Time,0,,5,"3,0",1,0,0,1987,"68150,00$",1
1413,No,,1973.9841269841268,,-24,3,Marketing,1414,24,0,3,5, MANAgER ,3,Marreid,"15943,72$","41453,67$",4,Yes,16,,3,Full Time,1,,2,"3,0",1,0,0,1973,"191324,62$",False
1414,No,travel_rarely,1973.9841269841268,,9,2,,1415,4,0,2,5, MaNAgEr ,4,,,"41453,67$",8,No,22,"4,0",4,Full Time,0,"24,0",2,"3,0",1,0,1,1981,"191324,62$",False
1415,No,,277.53968253968253,,7,2,Life Sciences,1416,3,0,2,1, LAboRatORy TecHNicIaN ,4,,"2241,67$","5828,33$",1,No,18,"3,0",4,,1,,5,"2,0",1,0,1,1988,,0
1416,No,travel_rarely,1812.468253968254,,1,4,Life Sciences,1417,4,0,4,4, MAnAgER ,1,,,"38061,83$",1,,15,"3,0",2,Full Time,0,"27,0",5,"1,0",26,0,12,1977,"175670,00$",0
1417,Yes,travel_frequently,161.88095238095238, Sales ,3,2,Medical,1418,2,1,3,1, SALEs REpRESentatIve ,4,Single,,"3399,50$",1,Yes,12,"3,0",3,Part Time,0,"0,0",2,"4,0",0,0,0,2005,"15690,00$",True
1418,No,,431.9920634920635,,5,3,,1419,1,0,2,2, sAles exeCUTIvE ,2,Divorced,"3489,17$","9071,83$",1,Yes,13,,2,Part Time,1,"10,0",3,"2,0",10,0,9,1994,"41870,00$",True
1419,No,,556.2566609977324,,5,4,Life Sciences,1420,1,1,3,2, Sales exECutive ,4,,"4492,84$","11681,39$",1,No,11,"3,0",1,Part Time,2,"10,0",2,,10,0,2,1992,"53914,11$",Yes
1420,No,travel_rarely,1032.4872861766066,,23,2,,1421,4,0,3,3, SaLES exECutIVE ,3,Single,"8339,32$","21682,23$",3,,16,"3,0",4,Part Time,0,"21,0",2,"3,0",2,0,2,1982,"100071,84$",True
1421,No,travel_rarely,341.09523809523813,,4,2,,1422,4,1,3,1, LaboRAtory TeChnICian ,3,,,"7163,00$",7,,19,"3,0",4,Full Time,1,"7,0",5,,0,0,0,1985,"33060,00$",Yes
1422,Yes,travel_rarely,143.72222222222223,,2,4,Life Sciences,1423,4,0,3,1, LAbOrATORY tEChNiciAn ,2,Single,,"3018,17$",1,No,12,"3,0",1,Part Time,0,"1,0",2,"3,0",1,0,0,1991,"13930,00$",1
1423,No,,1122.8492063492065,,1,4,,1424,3,0,1,3, heaLtHCAre rEprEsEntAtiVe ,4,Divorced,"9069,17$","23579,83$",3,No,20,"4,0",3,Full Time,1,"19,0",2,"4,0",1,0,0,1963,"108830,00$",0
1424,Yes,,290.03550973654063,,22,1,,1425,4,0,1,1, humAN rESOURCes ,3,Married,"2342,59$","6090,75$",1,No,11,,3,,1,"1,0",2,"3,0",1,0,0,1999,,Yes
1425,No,travel_rarely,556.2566609977324,,8,2,Life Sciences,1426,2,1,3,2, maNuFaCturInG dirECTOR ,1,,,"11681,39$",2,Yes,16,"3,0",2,,1,"18,0",3,"3,0",1,0,0,1983,"53914,11$",True
1426,No,travel_rarely,295.2857142857143,,-21,1,,1427,2,0,3,1, rEseArCh SCieNTISt ,4,Married,"2385,00$","6201,00$",1,No,12,"3,0",2,,1,"10,0",2,"2,0",10,0,8,1993,,1
1427,No,non-travel,556.2566609977324,,2,4,Marketing,1428,3,0,3,2, sAles eXecutIVE ,2,,"4492,84$","11681,39$",7,No,11,"3,0",4,Part Time,1,"4,0",3,"1,0",1,0,0,1976,"53914,11$",True
1428,Yes,travel_rarely,694.8809523809524, Sales ,1,2,,1429,1,0,1,2, SalES eXecUTiVE ,2,Single,"5612,50$","14592,50$",6,,15,"3,0",2,Full Time,0,"10,0",2,"3,0",0,0,0,1991,"67350,00$",0
1429,No,travel_rarely,1006.5714285714288,,-41,3,Life Sciences,1430,41,1,1,3, huMAn ReSOurCES ,3,Marreid,,"21138,00$",4,,21,"4,0",3,,2,"9,0",2,"4,0",5,0,3,1978,"97560,00$",Yes
1430,No,,290.03550973654063,,2,4,,1431,4,0,4,1, ReSeaRch sCienTiSt ,4,Married,"2342,59$","6090,75$",0,Yes,14,"3,0",1,Part Time,3,"6,0",3,"3,0",5,1,2,1989,"28111,13$",0
1431,Yes,,1032.4872861766066,,16,3,,1432,1,1,3,3, SaLEs ExEcutive ,1,,"8339,32$","21682,23$",2,Yes,20,"4,0",3,Part Time,0,,2,"2,0",0,0,0,1990,"100071,84$",True
1432,Yes,travel_rarely,1032.4872861766066,,16,4,,1433,1,0,3,3, SAlEs exeCUTIVe ,3,Married,"8339,32$","21682,23$",2,,13,"3,0",1,,3,,2,"3,0",1,0,0,1992,,True
1433,No,travel_rarely,290.03550973654063,,4,3,Technical Degree,1434,4,1,2,1, ResEaRcH SCIentist ,1,Divorced,,"6090,75$",1,,13,"3,0",3,Part Time,1,,2,"3,0",1,0,0,1994,"28111,13$",Yes
1434,No,,546.2063492063493,,16,3,,1435,3,0,4,2, HeALtHCare RepREseNTAtivE ,3,Married,"4411,67$","11470,33$",3,No,16,"3,0",3,Part Time,1,"10,0",3,"3,0",7,1,7,1993,"52940,00$",False
1435,No,travel_rarely,556.2566609977324,,18,3,Medical,1436,2,0,1,2, HEALtHcAre rEPrESENtative ,4,Married,,"11681,39$",3,,16,"3,0",3,Part Time,1,,2,"3,0",1,1,0,1985,"53914,11$",1
1436,Yes,,251.43650793650792,,17,3,Technical Degree,1437,3,0,2,1, rESEArch sciENTIST ,3,,"2030,83$","5280,17$",9,Yes,16,"3,0",4,Part Time,1,"6,0",4,"3,0",1,0,0,1980,"24370,00$",False
1437,No,travel_rarely,1973.9841269841268,,-44,3,,1438,3,0,2,5, rEseARch DIrEctOR ,1,Married,,"41453,67$",8,No,12,"3,0",2,Full Time,3,"34,0",2,"3,0",1,0,0,1968,"191324,62$",False
1438,Yes,,290.03550973654063,,7,1,Marketing,1439,2,0,3,1, sAleS REPrEsEnTATiVe ,2,Single,"2342,59$","6090,75$",1,,13,"3,0",2,,0,,3,"3,0",1,1,0,2002,,Yes
1439,Yes,travel_rarely,290.03550973654063,,-45,1,Medical,1440,3,1,3,1, lABORaTOrY teChniCIan ,1,,"2342,59$","6090,75$",1,Yes,17,"3,0",3,Part Time,0,"1,0",6,"3,0",1,0,0,2001,"28111,13$",Yes
1440,No,travel_rarely,420.0238095238095,,8,2,Other,1441,3,0,3,2, HuMAn rEsOUrceS ,2,Divorced,,"8820,50$",2,No,13,"3,0",3,Part Time,0,"19,0",4,"2,0",10,4,7,1986,"40710,00$",1
1441,No,travel_rarely,556.2566609977324,,13,3,,1442,2,0,4,2, hEALtHcaRE RePResEnTATivE ,1,Married,"4492,84$","11681,39$",5,No,18,,3,Part Time,2,"10,0",2,"2,0",0,0,0,1981,"53914,11$",False
1442,No,,290.03550973654063,,14,3,,1443,2,1,3,1, reSEARcH sciEntIST ,3,Single,"2342,59$","6090,75$",1,,16,"3,0",3,,0,"0,0",4,"1,0",0,0,0,2005,,True
1443,Yes,travel_rarely,304.984126984127,,18,5,Human Resources,1444,4,0,4,1, huMAn ReSouRcEs ,1,Married,"2463,33$","6404,67$",0,No,17,"3,0",3,Full Time,0,"2,0",4,"3,0",1,0,0,1992,"29560,00$",True
1444,No,travel_rarely,556.2566609977324,,2,4,,1445,4,1,3,2, ReseaRch SCIenTIsT ,2,,,"11681,39$",4,Yes,22,"4,0",4,,1,,2,"3,0",1,0,0,1987,"53914,11$",Yes
1445,No,travel_frequently,479.5555555555556,,10,4,Marketing,1446,4,0,3,2, SALES EXECuTIVE ,4,,"3873,33$","10070,67$",8,,13,"3,0",3,Part Time,0,,2,"4,0",0,0,0,1991,"46480,00$",1
1446,No,,556.2566609977324,,29,1,Life Sciences,1447,4,0,1,2, HeaLthCaRe ReprESeNtAtIVE ,3,divorced,,"11681,39$",8,No,17,,4,Part Time,2,"11,0",3,,7,1,6,1994,"53914,11$",0
1447,No,travel_rarely,290.03550973654063,,8,3,,1448,4,0,3,1, LabORatoRY TEchNIcIan ,3,,"2342,59$","6090,75$",4,No,13,,4,Part Time,0,,3,"3,0",0,0,0,1981,"28111,13$",Yes
1448,No,travel_rarely,289.3015873015873,,6,1,,1449,4,0,2,1, HUmAN rEsOURCEs ,2,Married,"2336,67$","6075,33$",1,No,11,"3,0",4,Part Time,0,,3,"3,0",1,0,0,1994,"28040,00$",Yes
1449,Yes,,251.6428571428572,,24,2,,1450,4,0,2,1, reSEarCh sciENTiSt ,4,,"2032,50$","5284,50$",1,Yes,24,,2,Part Time,0,"1,0",3,"2,0",1,1,0,1994,"24390,00$",0
1450,No,travel_rarely,294.6666666666667, Sales ,3,3,Medical,1451,2,1,3,1, SaLes REPREseNtATive ,2,,"2380,00$","6188,00$",1,No,19,"3,0",4,,1,"1,0",3,"3,0",1,0,0,1995,,1
1451,Yes,,290.03550973654063,,9,3,,1452,2,0,3,1, Sales REpresenTATiVE ,4,,"2342,59$","6090,75$",1,,13,"3,0",3,,0,,3,"2,0",1,0,0,1993,,False
1452,Yes,travel_rarely,290.03550973654063, Research & Development ,7,1,Life Sciences,1453,4,0,3,1, ReSeArch sCIEnTiSt ,2,Single,"2342,59$","6090,75$",1,,23,"4,0",1,,0,"1,0",2,"3,0",1,0,0,2001,,Yes
1453,No,,302.6111111111111,,1,2,Life Sciences,1454,2,1,2,1, rEsEArCh sCIENtIsT ,3,,"2444,17$","6354,83$",1,Yes,13,"3,0",3,Full Time,1,"1,0",3,"2,0",1,1,0,1997,"29330,00$",0
1454,No,travel_rarely,556.2566609977324,,1,4,,1455,2,0,4,2, heAlthcare rEPResENTatIvE ,1,,"4492,84$","11681,39$",2,,15,"3,0",4,Part Time,1,"10,0",5,"3,0",2,2,2,1979,"53914,11$",True
1455,Yes,travel_frequently,112.56349206349206, Sales ,24,3,Technical Degree,1456,3,0,4,1, sales REPReSeNtAtIVe ,1,Single,,"2363,83$",1,No,17,"3,0",4,Part Time,0,"1,0",3,,1,0,0,1994,"10910,00$",1
1456,Yes,travel_rarely,556.2566609977324,,13,2,Marketing,1457,4,1,3,2, Sales exECUTIvE ,3,,"4492,84$","11681,39$",3,Yes,11,"3,0",4,Part Time,0,"6,0",0,"3,0",2,2,2,1995,"53914,11$",Yes
1457,No,travel_rarely,556.2566609977324,,11,5,,1458,4,1,2,2, SALEs eXEcutivE ,1,Married,"4492,84$","11681,39$",4,,16,"3,0",3,Part Time,1,,3,"3,0",0,0,0,1967,"53914,11$",Yes
1458,No,travel_rarely,531.452380952381,,9,2,,1459,1,0,3,2, MANuFACtUrinG DIreCtOr ,1,Married,,"11160,50$",1,No,25,"4,0",4,Part Time,1,"10,0",3,"3,0",10,7,9,1984,"51510,00$",True
1459,No,,1582.7713464696226,,21,3,,1460,4,1,3,4, MAnAGeR ,4,,,"33238,20$",4,Yes,13,"3,0",3,Full Time,1,,2,"2,0",1,0,0,1965,"153407,07$",Yes
1460,No,travel_rarely,556.2566609977324, Sales ,12,4,Marketing,1461,2,0,3,2, sAles execUtIve ,4,Divorced,,"11681,39$",3,,12,,3,Part Time,2,"14,0",4,"3,0",0,0,0,1981,"53914,11$",False
1461,Yes,,295.3888888888889,,22,3,,1462,1,1,2,1, HuMAn RESOUrceS ,2,Married,"2385,83$","6203,17$",1,No,12,"3,0",1,Full Time,0,,2,"3,0",1,0,0,1996,"28630,00$",False
1462,No,travel_rarely,294.8730158730159,,1,3,,1463,1,0,2,1, SaLes RePreSentAtIvE ,1,Single,"2381,67$","6192,33$",4,,14,"3,0",1,,0,"20,0",3,"2,0",1,0,0,1985,,1
1463,No,,556.2566609977324,,5,4,Life Sciences,1464,4,0,2,2, MANuFacTUrinG DIrEctoR ,4,,"4492,84$","11681,39$",8,No,24,"4,0",2,Part Time,0,,1,"3,0",1,0,0,1991,"53914,11$",True
1464,No,,116.484126984127,,2,1,Medical,1465,4,1,1,1, laBORatORY TeChnICIAN ,4,,94083$,"2446,17$",1,,11,"3,0",3,Part Time,3,,4,"3,0",1,0,0,1992,"11290,00$",Yes
1465,No,travel_rarely,290.03550973654063,,2,3,,1466,3,1,3,1, hUMaN reSoURces ,2,,"2342,59$","6090,75$",4,No,14,"3,0",3,Part Time,0,"6,0",3,"3,0",2,1,2,1998,"28111,13$",0
1466,No,,290.03550973654063, Research & Development ,-44,4,,1467,1,0,3,1, LABOrATORy tEChNiCIaN ,4,Married,"2342,59$","6090,75$",8,No,19,"3,0",3,Part Time,2,"8,0",3,"2,0",1,0,0,1983,"28111,13$",True
1467,No,non-travel,2004.7857142857144,,9,3,,1468,4,0,3,5, MANaGeR ,4,,"16192,50$","42100,50$",2,,13,"3,0",3,Full Time,0,,3,"2,0",6,1,3,1984,"194310,00$",False
1468,Yes,,290.03550973654063,,9,3,,1469,4,0,3,1, SAles REprESeNTAtiVe ,1,Married,"2342,59$","6090,75$",1,No,19,"3,0",1,,1,,3,,1,1,0,2000,,False
1469,No,travel_rarely,1032.4872861766066,,26,4,Life Sciences,1470,3,1,3,3, HUmAN REsOURcES ,4,Single,"8339,32$","21682,23$",1,Yes,16,"3,0",3,Part Time,0,,2,,9,1,7,1988,"100071,84$",0
1470,No,travel_rarely,238.12698412698413,,7,2,Technical Degree,1471,2,0,3,1, saLeS RePreseNTAtIve ,3,,"1923,33$","5000,67$",0,Yes,25,"4,0",2,,1,"12,0",4,"3,0",11,5,7,1989,"23080,00$",1
1471,No,non-travel,221.2063492063492,,16,3,Medical,1472,3,0,3,1, ReSearCH ScIEntISt ,3,Single,,"4645,33$",1,No,14,"3,0",3,Part Time,0,"5,0",3,"2,0",5,1,4,1995,"21440,00$",False
1472,No,,554.3571428571429,,1,3,Life Sciences,1473,1,0,3,2, HeALTHcare repREsEnTAtivE ,1,Married,"4477,50$","11641,50$",0,No,12,"3,0",1,Part Time,1,"6,0",5,"2,0",5,0,2,1994,"53730,00$",0
1473,Yes,travel_rarely,1032.4872861766066,,23,4,Medical,1474,4,1,3,3, hEALTHcArE rePReSEnTATive ,4,Married,"8339,32$","21682,23$",1,,12,"3,0",4,Part Time,1,"40,0",3,"2,0",40,15,6,1965,"100071,84$",1
1474,No,,1032.4872861766066,,3,3,Life Sciences,1475,1,0,3,3, SAleS EXeCuTive ,3,Divorced,,"21682,23$",0,,12,"3,0",3,Part Time,2,,6,"2,0",16,5,13,1985,"100071,84$",Yes
1475,No,travel_frequently,1032.4872861766066,,1,1,,1476,2,1,3,3, sales execUTIVe ,4,Married,,"21682,23$",1,,14,"3,0",4,Part Time,1,"11,0",5,"3,0",11,4,1,1994,"100071,84$",Yes
1476,No,travel_rarely,1964.9603174603176,,1,3,Medical,1477,4,0,3,5, MaNAger ,1,Single,"15870,83$","41264,17$",0,,14,"3,0",3,,0,"37,0",2,"3,0",36,4,13,1968,"190450,00$",Yes
1477,No,,1652.34126984127,,2,4,,1478,4,0,3,4, MAnaGeR ,2,,,"34699,17$",1,,19,"3,0",2,Full Time,0,,2,"3,0",22,0,4,1982,"160150,00$",1
1478,No,travel_rarely,991.8174603174604, Research & Development ,1,3,,1479,3,0,4,3, hEalthCarE REPResEnTaTive ,4,,"8010,83$","20828,17$",0,No,17,,1,,3,"19,0",5,"2,0",18,3,7,1984,,1
1479,No,,1187.5396825396826,,15,2,Life Sciences,1480,3,0,2,3, reSeaRch DireCtOR ,4,,,"24938,33$",0,,14,"3,0",2,Full Time,1,,3,"3,0",11,2,9,1985,"115100,00$",True
1480,No,,1582.7713464696226,,12,3,,1481,1,0,2,4, ReseArCH dirECTOR ,2,,"12783,92$","33238,20$",1,No,11,"3,0",3,,1,,3,,25,3,9,1980,,1
1481,No,,444.26984126984127,,7,2,,1482,2,1,3,2, maNUFActUrInG dIreCTOr ,1,Married,"3588,33$","9329,67$",1,No,12,"3,0",2,Part Time,1,"13,0",5,"1,0",13,3,12,1992,"43060,00$",Yes
1482,No,travel_rarely,1758.7142857142858, Research & Development ,29,4,Life Sciences,1483,2,0,2,4, mANagER ,3,Married,"14205,00$","36933,00$",0,No,15,"3,0",2,Full Time,1,"28,0",2,"3,0",27,15,7,1973,"170460,00$",Yes
1483,No,non-travel,290.03550973654063, Sales ,8,1,Life Sciences,1484,2,1,2,1, sales repResENTaTiVE ,4,,"2342,59$","6090,75$",0,,19,"3,0",4,Part Time,0,,2,"2,0",2,2,2,1990,"28111,13$",0
1484,Yes,,210.6825396825397,,2,3,Life Sciences,1485,1,0,3,1, reSEArcH SCiEnTIst ,1,Married,"1701,67$","4424,33$",6,,14,"3,0",2,,1,"6,0",2,"3,0",3,1,2,1997,,Yes
